# name	cardType	attribute	monsterType	monsterAbility	type	level	attack	defense	lpendulum	rpendulum	spellType	trapType
Telekinetic Shocker	Monster	Earth	Effect	None	Psychic	4	1700	700	0	0	None	None
Tempest Magician	Monster	Dark	Synchro	Effect	Spellcaster	6	2200	1400	0	0	None	None
Temple of Skulls	Monster	Dark	Normal	None	Zombie	4	900	1300	0	0	None	None
Tenkabito Shien	Monster	Fire	Effect	None	Pyro	4	1500	1000	0	0	None	None
Tenshin	Monster	Light	Effect	None	Fairy	2	800	100	0	0	None	None
Terra the Terrible	Monster	Dark	Normal	None	Fiend	4	1200	1300	0	0	None	None
Terrorking Archfiend	Monster	Dark	Effect	None	Fiend	4	2000	1500	0	0	None	None
Terrorking Salmon	Monster	Water	Normal	None	Fish	5	2400	1000	0	0	None	None
Test Ape	Monster	Earth	Effect	None	Beast	2	700	300	0	0	None	None
Test Tiger	Monster	Earth	Effect	None	Beast	3	600	300	0	0	None	None
Testament of the Arcane Lords	Monster	Light	Effect	None	Spellcaster	10	3000	3000	0	0	None	None
Testudo erat Numen	Monster	Water	Effect	None	Aqua	1	0	1800	0	0	None	None
Tethys, Goddess of Light	Monster	Light	Effect	None	Fairy	5	2400	1800	0	0	None	None
Teva	Monster	Light	Effect	None	Warrior	5	2000	1500	0	0	None	None
The Agent of Creation - Venus	Monster	Light	Effect	None	Fairy	3	1600	0	0	0	None	None
The Agent of Force - Mars	Monster	Light	Effect	None	Fairy	3	0	0	0	0	None	None
The Agent of Judgment - Saturn	Monster	Light	Effect	None	Fairy	6	2400	0	0	0	None	None
The Agent of Miracles - Jupiter	Monster	Light	Effect	None	Fairy	4	1800	1000	0	0	None	None
The Agent of Mystery - Earth	Monster	Light	Effect	Tuner	Fairy	2	1000	800	0	0	None	None
The Agent of Wisdom - Mercury	Monster	Light	Effect	None	Fairy	4	0	1700	0	0	None	None
The All-Seeing White Tiger	Monster	Wind	Normal	None	Beast	3	1300	500	0	0	None	None
The Big Saturn	Monster	Dark	Effect	None	Machine	8	2800	2200	0	0	None	None
The Bistro Butcher	Monster	Dark	Effect	None	Fiend	4	1800	1000	0	0	None	None
The Calculator	Monster	Light	Effect	None	Thunder	2	0	0	0	0	None	None
The Creator	Monster	Light	Effect	None	Thunder	8	2300	3000	0	0	None	None
The Creator Incarnate	Monster	Light	Effect	None	Warrior	4	1600	1500	0	0	None	None
The Dark Creator	Monster	Dark	Effect	None	Thunder	8	2300	3000	0	0	None	None
The Dark - Hex-Sealed Fusion	Monster	Dark	Effect	None	Rock	3	1000	1600	0	0	None	None
The Dragon Dwelling in the Cave	Monster	Wind	Normal	None	Dragon	4	1300	2000	0	0	None	None
The Dragon Dwelling in the Deep	Monster	Water	Effect	None	SeaSerpent	4	1700	1400	0	0	None	None
The Earl of Demise	Monster	Dark	Normal	None	Fiend	5	2000	700	0	0	None	None
The Earth - Hex-Sealed Fusion	Monster	Earth	Effect	None	Rock	3	1000	1600	0	0	None	None
The End of Anubis	Monster	Dark	Effect	None	Fiend	6	2500	0	0	0	None	None
The Fabled Catsith	Monster	Light	Effect	Tuner	Beast	1	800	600	0	0	None	None
The Fabled Cerburrel	Monster	Light	Effect	Tuner	Beast	2	1000	400	0	0	None	None
The Fabled Chawa	Monster	Light	Effect	Tuner	Beast	1	200	100	0	0	None	None
The Fabled Ganashia	Monster	Light	Effect	None	Beast	3	1600	1000	0	0	None	None
The Fabled Kokkator	Monster	Light	Effect	None	Beast	4	1700	1500	0	0	None	None
The Fabled Kudabbi	Monster	Light	Synchro	Effect	Beast	4	2200	1100	0	0	None	None
The Fabled Nozoochee	Monster	Light	Effect	None	Beast	2	1200	800	0	0	None	None
The Fabled Peggulsus	Monster	Light	Effect	Tuner	Beast	1	100	1600	0	0	None	None
The Fabled Rubyruda	Monster	Light	Effect	Tuner	Beast	4	1100	800	0	0	None	None
The Fabled Unicore	Monster	Light	Synchro	Effect	Beast	4	2300	1000	0	0	None	None
The Forgiving Maiden	Monster	Light	Effect	None	Fairy	4	850	2000	0	0	None	None
The Fiend Megacyber	Monster	Dark	Effect	None	Warrior	6	2200	1200	0	0	None	None
The Furious Sea King	Monster	Water	Normal	None	Aqua	3	800	700	0	0	None	None
The Great Emperor Penguin	Monster	Water	Effect	None	Aqua	5	1800	1500	0	0	None	None
The Gross Ghost of Fled Dreams	Monster	Dark	Normal	None	Fiend	4	1300	1800	0	0	None	None
The Hunter with 7 Weapons	Monster	Earth	Effect	None	Warrior	3	1000	600	0	0	None	None
The Illusory Gentleman	Monster	Dark	Normal	None	Spellcaster	4	1500	1600	0	0	None	None
The Immortal Bushi	Monster	Dark	Effect	None	Warrior	3	1200	600	0	0	None	None
The Immortal of Thunder	Monster	Light	Effect	None	Thunder	4	1500	1300	0	0	None	None
The Judgement Hand	Monster	Earth	Normal	None	Warrior	3	1400	700	0	0	None	None
The Kick Man	Monster	Dark	Effect	None	Zombie	3	1300	300	0	0	None	None
The Lady in Wight	Monster	Dark	Effect	None	Zombie	3	0	2200	0	0	None	None
The Last Warrior from Another Planet	Monster	Earth	Fusion	Effect	Warrior	7	2350	2300	0	0	None	None
The Legendary Fisherman	Monster	Water	Effect	None	Warrior	5	1850	1600	0	0	None	None
The Light - Hex-Sealed Fusion	Monster	Light	Effect	None	Rock	3	1000	1600	0	0	None	None
The Little Swordsman of Aile	Monster	Water	Normal	None	Warrior	3	800	1300	0	0	None	None
The Masked Beast	Monster	Dark	Ritual	None	Fiend	8	3200	1800	0	0	None	None
The Portrait's Secret	Monster	Earth	Normal	None	Fiend	4	1200	1500	0	0	None	None
The Rock Spirit	Monster	Earth	Effect	None	Rock	4	1700	1000	0	0	None	None
The Six Samurai - Irou	Monster	Dark	Effect	None	Warrior	4	1700	1200	0	0	None	None
The Six Samurai - Kamon	Monster	Fire	Effect	None	Warrior	3	1500	1000	0	0	None	None
The Six Samurai - Nisashi	Monster	Wind	Effect	None	Warrior	3	1400	700	0	0	None	None
The Six Samurai - Yaichi	Monster	Water	Effect	None	Warrior	3	1300	800	0	0	None	None
The Six Samurai - Yariza	Monster	Earth	Effect	None	Warrior	3	1000	500	0	0	None	None
The Six Samurai - Zanji	Monster	Light	Effect	None	Warrior	4	1800	1300	0	0	None	None
The Statue of Easter Island	Monster	Earth	Normal	None	Rock	4	1100	1400	0	0	None	None
The Stern Mystic	Monster	Light	Effect	None	Spellcaster	4	1500	1200	0	0	None	None
The Supremacy Sun	Monster	Dark	Effect	None	Fiend	10	3000	3000	0	0	None	None
The 13th Grave	Monster	Dark	Normal	None	Zombie	3	1200	900	0	0	None	None
The Thing in the Crater	Monster	Fire	Effect	None	Pyro	4	1000	1200	0	0	None	None
The Tricky	Monster	Wind	Effect	None	Spellcaster	5	2000	1200	0	0	None	None
The Trojan Horse	Monster	Earth	Effect	None	Beast	4	1600	1200	0	0	None	None
The Tyrant Neptune	Monster	Water	Effect	None	Reptile	10	0	0	0	0	None	None
The Unfriendly Amazon	Monster	Earth	Effect	None	Warrior	4	2000	1000	0	0	None	None
The Unhappy Girl	Monster	Light	Effect	None	Spellcaster	2	400	300	0	0	None	None
The Unhappy Maiden	Monster	Light	Effect	None	Spellcaster	1	0	100	0	0	None	None
The White Stone of Legend	Monster	Light	Effect	Tuner	Dragon	1	300	250	0	0	None	None
The Wicked Avatar	Monster	Dark	Effect	None	Fiend	10	0	0	0	0	None	None
The Wicked Dreadroot	Monster	Dark	Effect	None	Fiend	10	4000	4000	0	0	None	None
The Wicked Eraser	Monster	Dark	Effect	None	Fiend	10	0	0	0	0	None	None
The Wicked Worm Beast	Monster	Earth	Effect	None	Beast	3	1400	700	0	0	None	None
The Winged Dragon of Ra	Monster	Divine	Effect	None	DivineBeast	10	0	0	0	0	None	None
The Winged Dragon of Ra (original)	Monster	Divine	Normal	None	DivineBeast	10	0	0	0	0	None	None
Theban Nightmare	Monster	Light	Effect	None	Fiend	4	1500	500	0	0	None	None
Theinen the Great Sphinx	Monster	Light	Effect	None	Beast	10	3500	3000	0	0	None	None
Thermal Genex	Monster	Fire	Synchro	Effect	Machine	8	2400	1200	0	0	None	None
Thestalos the Firestorm Monarch	Monster	Fire	Effect	None	Pyro	6	2400	1000	0	0	None	None
Thor, Lord of the Aesir	Monster	Earth	Synchro	Effect	BeastWarrior	10	3500	2800	0	0	None	None
Thought Ruler Archfiend	Monster	Dark	Synchro	Effect	Psychic	8	2700	2300	0	0	None	None
Thousand Dragon	Monster	Wind	Fusion	None	Dragon	7	2400	2000	0	0	None	None
Thousand-Eyes Idol	Monster	Dark	Normal	None	Spellcaster	1	0	0	0	0	None	None
Thousand-Eyes Jellyfish	Monster	Water	Effect	None	Fish	5	300	2100	0	0	None	None
Thousand-Eyes Restrict	Monster	Dark	Fusion	Effect	Spellcaster	1	0	0	0	0	None	None
Thousand Needles	Monster	Earth	Effect	None	Beast	4	1000	1800	0	0	None	None
Three-Headed Geedo	Monster	Dark	Normal	None	Fiend	4	1200	1400	0	0	None	None
Three-Legged Zombies	Monster	Dark	Normal	None	Zombie	3	1100	800	0	0	None	None
Throwstone Unit	Monster	Earth	Effect	None	Warrior	4	900	2000	0	0	None	None
Thunder Dragon	Monster	Light	Effect	None	Thunder	5	1600	1500	0	0	None	None
Thunder End Dragon	Monster	Light	Xyz	Effect	Dragon	8	3000	2000	0	0	None	None
Thunder Kid	Monster	Wind	Normal	None	Thunder	2	700	600	0	0	None	None
Thunder King Rai-Oh	Monster	Light	Effect	None	Thunder	4	1900	800	0	0	None	None
Thunder Nyan Nyan	Monster	Light	Effect	None	Thunder	4	1900	800	0	0	None	None
Thunder Unicorn	Monster	Light	Synchro	Effect	Beast	5	2200	1800	0	0	None	None
Tiger Axe	Monster	Earth	Normal	None	BeastWarrior	4	1300	1100	0	0	None	None
Tiger Dragon	Monster	Earth	Effect	None	Dragon	6	2400	1800	0	0	None	None
Timeater	Monster	Dark	Effect	None	Machine	6	1900	1700	0	0	None	None
Time Escaper	Monster	Earth	Effect	None	Psychic	2	500	100	0	0	None	None
Time Wizard	Monster	Light	Effect	None	Spellcaster	2	500	400	0	0	None	None
Tiras, Keeper of Genesis	Monster	Light	Xyz	Effect	Fairy	5	2600	1700	0	0	None	None
Tongue Twister	Monster	Dark	Effect	None	Fiend	6	400	300	0	0	None	None
Tongyo	Monster	Water	Normal	None	Fish	4	1350	800	0	0	None	None
Toon Alligator	Monster	Water	Normal	None	Reptile	4	800	1600	0	0	None	None
Toon Cannon Soldier	Monster	Dark	Effect	Toon	Machine	4	1400	1300	0	0	None	None
Toon Dark Magician Girl	Monster	Dark	Effect	Toon	Spellcaster	6	2000	1700	0	0	None	None
Toon Gemini Elf	Monster	Earth	Effect	Toon	Spellcaster	4	1900	900	0	0	None	None
Toon Goblin Attack Force	Monster	Earth	Effect	Toon	Warrior	4	2300	0	0	0	None	None
Toon Masked Sorcerer	Monster	Dark	Effect	Toon	Spellcaster	4	900	1400	0	0	None	None
Toon Mermaid	Monster	Water	Effect	Toon	Aqua	4	1400	1500	0	0	None	None
Toon Summoned Skull	Monster	Dark	Effect	Toon	Fiend	6	2500	1200	0	0	None	None
Top Runner	Monster	Wind	Effect	Tuner	Machine	4	1100	800	0	0	None	None
Torapart	Monster	Dark	Effect	Tuner	Warrior	2	600	600	0	0	None	None
Tornado Bird	Monster	Wind	Effect	None	WingedBeast	4	1100	1000	0	0	None	None
Total Defense Shogun	Monster	Dark	Effect	None	Warrior	6	1550	2500	0	0	None	None
Totem Dragon	Monster	Earth	Effect	None	Dragon	2	400	200	0	0	None	None
Tour Guide From the Underworld	Monster	Dark	Effect	None	Fiend	3	1000	600	0	0	None	None
Torpedo Fish	Monster	Water	Effect	None	Fish	3	1000	1000	0	0	None	None
Toy Magician	Monster	Light	Effect	None	Spellcaster	4	1600	1500	0	0	None	None
Tradetoad	Monster	Water	Effect	None	Aqua	1	100	2000	0	0	None	None
Tragoedia	Monster	Dark	Effect	None	Fiend	10	0	0	0	0	None	None
Trakodon	Monster	Earth	Normal	None	Dinosaur	3	1300	800	0	0	None	None
Transforming Sphere	Monster	Wind	Effect	None	WingedBeast	3	100	100	0	0	None	None
Trap Eater	Monster	Dark	Effect	Tuner	Fiend	4	1900	1600	0	0	None	None
Trap Master	Monster	Earth	Effect	None	Warrior	3	500	1100	0	0	None	None
Trap Reactor・Y FI	Monster	Dark	Effect	None	Machine	4	800	1800	0	0	None	None
Tree Otter	Monster	Water	Effect	None	Beast	2	1200	100	0	0	None	None
Treeborn Frog	Monster	Water	Effect	None	Aqua	1	100	100	0	0	None	None
Trent	Monster	Earth	Normal	None	Plant	5	1500	1800	0	0	None	None
Tri-Horned Dragon	Monster	Dark	Normal	None	Dragon	8	2850	2350	0	0	None	None
Trial of Nightmare	Monster	Dark	Normal	None	Fiend	4	1300	900	0	0	None	None
Tribe-Infecting Virus	Monster	Water	Effect	None	Aqua	4	1600	1000	0	0	None	None
Tribe-Shocking Virus	Monster	Water	Effect	None	Thunder	4	1700	1000	0	0	None	None
Tricular	Monster	Earth	Effect	None	Machine	3	300	300	0	0	None	None
Trident Dragion	Monster	Fire	Synchro	Effect	Dragon	10	3000	2800	0	0	None	None
Trident Warrior	Monster	Light	Effect	None	Warrior	4	1800	1200	0	0	None	None
Trigon	Monster	Fire	Effect	Union	Dragon	3	500	1700	0	0	None	None
Tripwire Beast	Monster	Earth	Normal	None	Thunder	4	1200	1300	0	0	None	None
Trishula, Dragon of the Ice Barrier	Monster	Water	Synchro	Effect	Dragon	9	2700	2000	0	0	None	None
Troop Dragon	Monster	Wind	Effect	None	Dragon	2	700	800	0	0	None	None
Troposphere	Monster	Wind	Effect	None	WingedBeast	6	2400	2000	0	0	None	None
Truckroid	Monster	Earth	Effect	None	Machine	4	1000	2000	0	0	None	None
Trust Guardian	Monster	Light	Effect	Tuner	Fairy	3	0	800	0	0	None	None
Tsukuyomi	Monster	Dark	Effect	None	Spellcaster	4	1100	1400	0	0	None	None
Tualatin	Monster	Light	Effect	None	Fairy	8	2800	2500	0	0	None	None
Tune Warrior	Monster	Earth	Effect	Tuner	Warrior	3	1600	200	0	0	None	None
Tuned Magician	Monster	Wind	Effect	Gemini	Spellcaster	4	1800	1600	0	0	None	None
Tuningware	Monster	Light	Effect	None	Machine	1	100	300	0	0	None	None
Turbo Booster	Monster	Earth	Effect	None	Machine	1	0	0	0	0	None	None
Turbo Cannon	Monster	Fire	Synchro	Effect	Machine	3	0	0	0	0	None	None
Turbo Rocket	Monster	Wind	Effect	Tuner	Machine	2	0	0	0	0	None	None
Turbo Synchron	Monster	Wind	Effect	Tuner	Machine	1	100	500	0	0	None	None
Turbo Warrior	Monster	Wind	Synchro	Effect	Warrior	6	2500	1500	0	0	None	None
Turret Warrior	Monster	Earth	Effect	None	Warrior	5	1200	2000	0	0	None	None
Turtle Bird	Monster	Water	Normal	None	Aqua	6	1900	1700	0	0	None	None
Turtle Tiger	Monster	Water	Normal	None	Aqua	4	1000	1500	0	0	None	None
Turu-Purun	Monster	Water	Normal	None	Aqua	2	450	500	0	0	None	None
Twilight Rose Knight	Monster	Dark	Effect	Tuner	Warrior	3	1000	1000	0	0	None	None
Twin-Barrel Dragon	Monster	Dark	Effect	None	Machine	4	1700	200	0	0	None	None
Twin-Headed Behemoth	Monster	Wind	Effect	None	Dragon	3	1500	1200	0	0	None	None
Twin-Headed Fire Dragon	Monster	Fire	Normal	None	Pyro	6	2200	1700	0	0	None	None
Twin-Headed Thunder Dragon	Monster	Light	Fusion	None	Thunder	7	2800	2100	0	0	None	None
Twin-Headed Wolf	Monster	Dark	Effect	None	Fiend	4	1500	1000	0	0	None	None
Twin Long Rods #2	Monster	Water	Normal	None	Aqua	3	850	700	0	0	None	None
Twin-Shield Defender	Monster	Earth	Effect	None	Warrior	4	700	1600	0	0	None	None
Twin-Sword Marauder	Monster	Dark	Effect	None	Warrior	4	1600	1000	0	0	None	None
Twinheaded Beast	Monster	Fire	Effect	None	Beast	6	1700	1900	0	0	None	None
Two-Headed King Rex	Monster	Earth	Normal	None	Dinosaur	4	1600	1200	0	0	None	None
Two-Mouth Darkruler	Monster	Earth	Normal	None	Dinosaur	3	900	700	0	0	None	None
Two Thousand Needles	Monster	Earth	Effect	None	Beast	5	2000	1800	0	0	None	None
Tyhone	Monster	Wind	Normal	None	WingedBeast	4	1200	1400	0	0	None	None
Tyhone #2	Monster	Fire	Normal	None	Dragon	6	1700	1900	0	0	None	None
Tyler the Great Warrior	Monster	Earth	Effect	None	Warrior	8	3000	1500	0	0	None	None
Tyr, the Vanquishing Warlord	Monster	Light	Effect	None	Fairy	10	3000	3000	0	0	None	None
Tyr of the Nordic Champions	Monster	Light	Effect	None	Warrior	4	2000	2000	0	0	None	None
Tyranno Infinity	Monster	Earth	Effect	None	Dinosaur	4	0	0	0	0	None	None
Tyrant Dragon	Monster	Fire	Effect	None	Dragon	8	2900	2500	0	0	None	None
Tytannial, Princess of Camellias	Monster	Wind	Effect	None	Plant	8	2800	2600	0	0	None	None
UFOroid	Monster	Light	Effect	None	Machine	6	1200	1200	0	0	None	None
UFOroid Fighter	Monster	Light	Fusion	Effect	Machine	10	0	0	0	0	None	None
UFO Turtle	Monster	Fire	Effect	None	Machine	4	1400	1200	0	0	None	None
Ulevo	Monster	Earth	Effect	None	WingedBeast	10	3000	2500	0	0	None	None
Ultimate Ancient Gear Golem	Monster	Earth	Fusion	Effect	Machine	10	4400	3400	0	0	None	None
Ultimate Axon Kicker	Monster	Light	Fusion	Effect	Psychic	10	2900	1700	0	0	None	None
Ultimate Baseball Kid	Monster	Fire	Effect	None	Warrior	3	500	1000	0	0	None	None
Ultimate Insect LV1	Monster	Wind	Effect	None	Insect	1	0	0	0	0	None	None
Ultimate Insect LV3	Monster	Wind	Effect	None	Insect	3	1400	1900	0	0	None	None
Ultimate Insect LV5	Monster	Wind	Effect	None	Insect	5	2300	900	0	0	None	None
Ultimate Insect LV7	Monster	Wind	Effect	None	Insect	7	2600	1200	0	0	None	None
Ultimate Obedient Fiend	Monster	Fire	Effect	None	Fiend	10	3500	3000	0	0	None	None
Ultimate Tyranno	Monster	Earth	Effect	None	Dinosaur	8	3000	2200	0	0	None	None
Umbral Soul	Monster	Dark	Effect	None	Reptile	7	2000	1500	0	0	None	None
Underground Arachnid	Monster	Earth	Synchro	Effect	Insect	6	2400	1200	0	0	None	None
Uni-Horned Familiar	Monster	Light	Effect	Tuner	Beast	2	0	1000	0	0	None	None
Unibird	Monster	Wind	Effect	None	WingedBeast	2	100	600	0	0	None	None
Unicycular	Monster	Earth	Normal	None	Machine	1	100	100	0	0	None	None
Unifrog	Monster	Water	Effect	None	Aqua	2	400	400	0	0	None	None
Union Rider	Monster	Wind	Effect	None	Machine	2	1000	1000	0	0	None	None
United Resistance	Monster	Wind	Normal	None	Thunder	3	1000	400	0	0	None	None
Unknown Synchron	Monster	Dark	Effect	Tuner	Machine	1	0	0	0	0	None	None
Unknown Warrior of Fiend	Monster	Dark	Normal	None	Warrior	3	1000	500	0	0	None	None
Unshaven Angler	Monster	Water	Effect	None	Fish	4	1500	1600	0	0	None	None
Uraby	Monster	Earth	Normal	None	Dinosaur	4	1500	800	0	0	None	None
Uria, Lord of Searing Flames	Monster	Fire	Effect	None	Pyro	10	0	0	0	0	None	None
Ushi Oni	Monster	Dark	Normal	None	Fiend	6	2150	1950	0	0	None	None
Valkyrie of the Nordic Ascendant	Monster	Light	Effect	Tuner	Fairy	2	400	800	0	0	None	None
Valkyrion the Magna Warrior	Monster	Earth	Effect	None	Rock	8	3500	3850	0	0	None	None
Vampire Dragon	Monster	Dark	Effect	None	Zombie	5	2400	0	0	0	None	None
Vampire Genesis	Monster	Dark	Effect	None	Zombie	8	3000	2100	0	0	None	None
Vampire Orchis	Monster	Earth	Effect	None	Plant	4	1700	1000	0	0	None	None
Vampire Lady	Monster	Dark	Effect	None	Zombie	4	1550	1550	0	0	None	None
Vampire Lord	Monster	Dark	Effect	None	Zombie	5	2000	1500	0	0	None	None
Vampire's Curse	Monster	Dark	Effect	None	Zombie	6	2000	800	0	0	None	None
Vanadis of the Nordic Ascendant	Monster	Dark	Effect	Tuner	Fairy	4	1200	400	0	0	None	None
Van'Dalgyon the Dark Dragon Lord	Monster	Dark	Effect	None	Dragon	8	2800	2500	0	0	None	None
Vanguard of the Dragon	Monster	Earth	Effect	None	Dragon	4	1700	1300	0	0	None	None
Vanity's Fiend	Monster	Dark	Effect	None	Fiend	6	2400	1200	0	0	None	None
Vanity's Ruler	Monster	Light	Effect	None	Fairy	8	2500	1600	0	0	None	None
Vengeful Shinobi	Monster	Dark	Effect	None	Warrior	2	400	800	0	0	None	None
Vennominaga the Deity of Poisonous Snakes	Monster	Dark	Effect	None	Reptile	10	0	0	0	0	None	None
Vennominon the King of Poisonous Snakes	Monster	Dark	Effect	None	Reptile	8	0	0	0	0	None	None
Venom Boa	Monster	Earth	Effect	None	Reptile	5	1600	1200	0	0	None	None
Venom Cobra	Monster	Earth	Normal	None	Reptile	4	100	2000	0	0	None	None
Venom Serpent	Monster	Dark	Effect	None	Reptile	4	1000	800	0	0	None	None
Venom Snake	Monster	Earth	Effect	None	Reptile	3	1200	600	0	0	None	None
Versago the Destroyer	Monster	Dark	Effect	None	Fiend	3	1100	900	0	0	None	None
Vice Berserker	Monster	Dark	Effect	None	Fiend	4	1000	1000	0	0	None	None
Vice Dragon	Monster	Dark	Effect	None	Dragon	5	2000	2400	0	0	None	None
Victoria	Monster	Light	Effect	None	Fairy	4	1800	1500	0	0	None	None
Victory Dragon	Monster	Dark	Effect	None	Dragon	8	2400	3000	0	0	None	None
Victory Viper XX03	Monster	Light	Effect	None	Machine	4	1200	1000	0	0	None	None
Vilepawn Archfiend	Monster	Earth	Effect	None	Fiend	2	1200	200	0	0	None	None
Vindikite R-Genex	Monster	Wind	Synchro	Effect	Machine	8	2400	1000	0	0	None	None
Violent Rain	Monster	Water	Normal	None	Aqua	4	1550	800	0	0	None	None
Violet Witch	Monster	Dark	Effect	None	Spellcaster	4	1100	1200	0	0	None	None
Viser Des	Monster	Dark	Effect	None	Fiend	4	500	1200	0	0	None	None
Vision HERO Adoration	Monster	Dark	Fusion	Effect	Warrior	8	2800	2100	0	0	None	None
Vision HERO Trinity	Monster	Dark	Fusion	Effect	Warrior	8	2500	2000	0	0	None	None
Volcanic Blaster	Monster	Fire	Effect	None	Pyro	3	1200	600	0	0	None	None
Volcanic Counter	Monster	Fire	Effect	None	Pyro	3	300	1300	0	0	None	None
Volcanic Doomfire	Monster	Fire	Effect	None	Pyro	8	3000	1800	0	0	None	None
Volcanic Hammerer	Monster	Fire	Effect	None	Pyro	5	2400	1500	0	0	None	None
Volcanic Queen	Monster	Fire	Effect	None	Pyro	6	2500	1200	0	0	None	None
Volcanic Rat	Monster	Fire	Normal	None	Pyro	1	500	500	0	0	None	None
Volcanic Rocket	Monster	Fire	Effect	None	Pyro	4	1900	1400	0	0	None	None
Volcanic Scattershot	Monster	Fire	Effect	None	Pyro	2	500	0	0	0	None	None
Volcanic Shell	Monster	Fire	Effect	None	Pyro	1	100	0	0	0	None	None
Volcanic Slicer	Monster	Fire	Effect	None	Pyro	4	1800	1200	0	0	None	None
Voltanis the Adjudicator	Monster	Light	Effect	None	Fairy	8	2800	1400	0	0	None	None
Voltic Bicorn	Monster	Light	Synchro	Effect	Beast	8	2500	2000	0	0	None	None
Voltic Kong	Monster	Light	Effect	None	Beast	4	1800	1000	0	0	None	None
Vorse Raider	Monster	Dark	Normal	None	BeastWarrior	4	1900	1200	0	0	None	None
Vortex the Whirlwind	Monster	Wind	Synchro	Effect	WingedBeast	5	2100	700	0	0	None	None
Vortex Trooper	Monster	Wind	Effect	None	Aqua	3	0	600	0	0	None	None
V-Tiger Jet	Monster	Light	Normal	None	Machine	4	1600	1800	0	0	None	None
VW-Tiger Catapult	Monster	Light	Fusion	Effect	Machine	6	2000	2100	0	0	None	None
VWXYZ-Dragon Catapult Cannon	Monster	Light	Fusion	Effect	Machine	8	3000	2800	0	0	None	None
Vylon Charger	Monster	Light	Effect	None	Fairy	7	1000	1000	0	0	None	None
Vylon Cube	Monster	Light	Effect	Tuner	Machine	3	800	800	0	0	None	None
Vylon Delta	Monster	Light	Synchro	Effect	Fairy	7	1700	2800	0	0	None	None
Vylon Epsilon	Monster	Light	Synchro	Effect	Fairy	8	2800	1200	0	0	None	None
Vylon Ohm	Monster	Light	Effect	None	Fairy	4	1500	200	0	0	None	None
Vylon Sigma	Monster	Light	Synchro	Effect	Fairy	7	1800	1000	0	0	None	None
Vylon Soldier	Monster	Light	Effect	None	Fairy	4	1700	1000	0	0	None	None
Vylon Vanguard	Monster	Light	Effect	None	Fairy	4	1400	1000	0	0	None	None
Wall of Illusion	Monster	Dark	Effect	None	Fiend	4	1000	1850	0	0	None	None
Wall of Ivy	Monster	Earth	Effect	None	Plant	2	300	1200	0	0	None	None
